2022-08-05 15:41:40.436 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2022-08-05 15:41:40.467 [main] INFO  org.springframework.web.servlet.handler.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2022-08-05 15:41:40.648 [main] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2022-08-05 15:41:40.658 [main] INFO  org.springframework.context.support.DefaultLifecycleProcessor - Starting beans in phase 2147483647
2022-08-05 15:41:40.658 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2022-08-05 15:41:40.678 [main] INFO  springfox.documentation.spring.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2022-08-05 15:41:40.687 [main] INFO  springfox.documentation.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2022-08-05 15:41:40.905 [main] INFO  org.springframework.boot.context.embedded.tomcat.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8880 (http)
2022-08-05 15:41:40.910 [main] INFO  com.altis.Application - Started Application in 3.959 seconds (JVM running for 4.415)
2022-08-05 15:42:01.404 [http-nio-8880-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2022-08-05 15:42:01.405 [http-nio-8880-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2022-08-05 15:42:01.425 [http-nio-8880-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 20 ms
2022-08-05 15:42:15.399 [http-nio-8880-exec-3] INFO  com.altis.controller.UserManager - 查询到的结果是：1
2022-08-05 15:42:15.400 [http-nio-8880-exec-3] INFO  com.altis.controller.UserManager - 登陆的用户是：zhangsan
2022-08-05 15:42:15.457 [http-nio-8880-exec-2] INFO  com.altis.controller.UserManager - 查询到的结果是：0
2022-08-05 15:42:15.501 [http-nio-8880-exec-1] INFO  com.altis.controller.UserManager - cookie验证通过！
2022-08-05 15:42:15.555 [http-nio-8880-exec-1] INFO  com.altis.controller.UserManager - getUserInfo获取到的用户数量是：4
2022-08-05 15:42:15.626 [http-nio-8880-exec-4] INFO  com.altis.controller.UserManager - cookie验证通过！
2022-08-05 15:42:15.627 [http-nio-8880-exec-4] INFO  com.altis.controller.UserManager - getUserInfo获取到的用户数量是：1
2022-08-05 15:42:18.674 [http-nio-8880-exec-7] INFO  com.altis.controller.UserManager - cookie验证通过！
2022-08-05 15:42:18.679 [http-nio-8880-exec-7] INFO  com.altis.controller.UserManager - 更新数据的条数是：1
2022-08-05 15:42:21.724 [http-nio-8880-exec-10] INFO  com.altis.controller.UserManager - cookie验证通过！
2022-08-05 15:42:21.726 [http-nio-8880-exec-10] INFO  com.altis.controller.UserManager - 更新数据的条数是：1
2022-08-05 15:43:19.102 [Thread-3] INFO  o.s.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext - Closing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@36bc55de: startup date [Fri Aug 05 15:41:37 CST 2022]; root of context hierarchy
2022-08-05 15:43:19.104 [Thread-3] INFO  org.springframework.context.support.DefaultLifecycleProcessor - Stopping beans in phase 2147483647
2022-08-05 15:43:19.106 [Thread-3] INFO  org.springframework.jmx.export.annotation.AnnotationMBeanExporter - Unregistering JMX-exposed beans on shutdown
